matrix_dim	dtype	dcn_size	ici_size	testsuite	test_name	test_start_timestamp	test_end_timestamp	ici_bandwidth_gbyte_s_p50	ici_bandwidth_gbyte_s_p90	ici_bandwidth_gbyte_s_p95	ici_bandwidth_gbyte_s_p99	ici_bandwidth_gbyte_s_avg	ici_time_ms_p50	ici_time_ms_p90	ici_time_ms_p95	ici_time_ms_p99	ici_time_ms_avg	ici_time_ms_list
11264	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:05.004387+00:00Z	2026-06-04T17:55:05.376200+00:00Z	51.63102248054433	51.63102248054433	51.63102248054433	51.63102248054433	51.63102248054433	3.686088999529602	3.686088999529602	3.686088999529602	3.686088999529602	3.686088999529602	[3.686088999529602]
12288	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:05.377253+00:00Z	2026-06-04T17:55:05.900997+00:00Z	52.25366555944509	52.25366555944509	52.25366555944509	52.25366555944509	52.25366555944509	4.334478999226121	4.334478999226121	4.334478999226121	4.334478999226121	4.334478999226121	[4.334478999226121]
13312	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:05.902045+00:00Z	2026-06-04T17:55:06.321385+00:00Z	53.475323682822584	53.475323682822584	53.475323682822584	53.475323682822584	53.475323682822584	4.970779000359471	4.970779000359471	4.970779000359471	4.970779000359471	4.970779000359471	[4.970779000359471]
14336	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:06.322458+00:00Z	2026-06-04T17:55:06.762810+00:00Z	54.736696486933425	54.736696486933425	54.736696486933425	54.736696486933425	54.736696486933425	5.632077998598106	5.632077998598106	5.632077998598106	5.632077998598106	5.632077998598106	[5.632077998598106]
15360	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:06.763883+00:00Z	2026-06-04T17:55:07.290043+00:00Z	55.201140295561956	55.201140295561956	55.201140295561956	55.201140295561956	55.201140295561956	6.410997999410029	6.410997999410029	6.410997999410029	6.410997999410029	6.410997999410029	[6.410997999410029]
16384	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:07.291125+00:00Z	2026-06-04T17:55:07.771444+00:00Z	55.04962069062195	55.04962069062195	55.04962069062195	55.04962069062195	55.04962069062195	7.314368000152172	7.314368000152172	7.314368000152172	7.314368000152172	7.314368000152172	[7.314368000152172]
17408	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:07.772504+00:00Z	2026-06-04T17:55:08.409399+00:00Z	56.214506619719565	56.214506619719565	56.214506619719565	56.214506619719565	56.214506619719565	8.086128000286408	8.086128000286408	8.086128000286408	8.086128000286408	8.086128000286408	[8.086128000286408]
18432	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:08.410486+00:00Z	2026-06-04T17:55:08.886589+00:00Z	56.0331496496353	56.0331496496353	56.0331496496353	56.0331496496353	56.0331496496353	9.094757999264402	9.094757999264402	9.094757999264402	9.094757999264402	9.094757999264402	[9.094757999264402]
19456	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:08.887659+00:00Z	2026-06-04T17:55:09.379445+00:00Z	56.89060457338882	56.89060457338882	56.89060457338882	56.89060457338882	56.89060457338882	9.980626999094966	9.980626999094966	9.980626999094966	9.980626999094966	9.980626999094966	[9.980626999094966]
20480	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:09.380534+00:00Z	2026-06-04T17:55:09.932240+00:00Z	57.372403073071084	57.372403073071084	57.372403073071084	57.372403073071084	57.372403073071084	10.9659970003122	10.9659970003122	10.9659970003122	10.9659970003122	10.9659970003122	[10.9659970003122]
21504	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:09.933342+00:00Z	2026-06-04T17:55:10.494687+00:00Z	57.97946373800089	57.97946373800089	57.97946373800089	57.97946373800089	57.97946373800089	11.963426000875188	11.963426000875188	11.963426000875188	11.963426000875188	11.963426000875188	[11.963426000875188]
22528	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:10.495802+00:00Z	2026-06-04T17:55:11.041064+00:00Z	58.26110138079273	58.26110138079273	58.26110138079273	58.26110138079273	58.26110138079273	13.066457000604714	13.066457000604714	13.066457000604714	13.066457000604714	13.066457000604714	[13.066457000604714]
23552	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:11.042178+00:00Z	2026-06-04T17:55:11.594050+00:00Z	58.08473825212802	58.08473825212802	58.08473825212802	58.08473825212802	58.08473825212802	14.324675999887404	14.324675999887404	14.324675999887404	14.324675999887404	14.324675999887404	[14.324675999887404]
24576	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:11.595176+00:00Z	2026-06-04T17:55:12.203214+00:00Z	58.79939453898631	58.79939453898631	58.79939453898631	58.79939453898631	58.79939453898631	15.40780600043945	15.40780600043945	15.40780600043945	15.40780600043945	15.40780600043945	[15.40780600043945]
25600	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:12.204348+00:00Z	2026-06-04T17:55:12.789725+00:00Z	58.6547918738634	58.6547918738634	58.6547918738634	58.6547918738634	58.6547918738634	16.759755999373738	16.759755999373738	16.759755999373738	16.759755999373738	16.759755999373738	[16.759755999373738]
26624	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:12.790862+00:00Z	2026-06-04T17:55:13.389060+00:00Z	59.198287662540984	59.198287662540984	59.198287662540984	59.198287662540984	59.198287662540984	17.96092599943222	17.96092599943222	17.96092599943222	17.96092599943222	17.96092599943222	[17.96092599943222]
27648	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:13.390197+00:00Z	2026-06-04T17:55:14.017997+00:00Z	59.340810559780735	59.340810559780735	59.340810559780735	59.340810559780735	59.340810559780735	19.322584999827086	19.322584999827086	19.322584999827086	19.322584999827086	19.322584999827086	[19.322584999827086]
28672	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:14.019121+00:00Z	2026-06-04T17:55:14.658651+00:00Z	59.52456323605754	59.52456323605754	59.52456323605754	59.52456323605754	59.52456323605754	20.71624400014116	20.71624400014116	20.71624400014116	20.71624400014116	20.71624400014116	[20.71624400014116]
29696	2	1	4	microbenchmark	all_gather	2026-06-04T17:55:14.659806+00:00Z	2026-06-04T17:55:15.316429+00:00Z	59.58853085065341	59.58853085065341	59.58853085065341	59.58853085065341	59.58853085065341	22.198544000275433	22.198544000275433	22.198544000275433	22.198544000275433	22.198544000275433	[22.198544000275433]
