matrix_dim	dtype	dcn_size	ici_size	testsuite	test_name	test_start_timestamp	test_end_timestamp	ici_bandwidth_gbyte_s_p50	ici_bandwidth_gbyte_s_p90	ici_bandwidth_gbyte_s_p95	ici_bandwidth_gbyte_s_p99	ici_bandwidth_gbyte_s_avg	ici_time_ms_p50	ici_time_ms_p90	ici_time_ms_p95	ici_time_ms_p99	ici_time_ms_avg	ici_time_ms_list
11264	2	1	4	microbenchmark	psum	2026-06-04T17:55:16.537924+00:00Z	2026-06-04T17:55:16.697207+00:00Z	45.90421735236419	45.90421735236419	45.90421735236419	45.90421735236419	45.90421735236419	8.291897998788045	8.291897998788045	8.291897998788045	8.291897998788045	8.291897998788045	[8.291897998788045]
12288	2	1	4	microbenchmark	psum	2026-06-04T17:55:16.698354+00:00Z	2026-06-04T17:55:16.910367+00:00Z	46.46737941752419	46.46737941752419	46.46737941752419	46.46737941752419	46.46737941752419	9.748448001118959	9.748448001118959	9.748448001118959	9.748448001118959	9.748448001118959	[9.748448001118959]
13312	2	1	4	microbenchmark	psum	2026-06-04T17:55:16.911509+00:00Z	2026-06-04T17:55:17.139461+00:00Z	47.051237922466704	47.051237922466704	47.051237922466704	47.051237922466704	47.051237922466704	11.298916999294306	11.298916999294306	11.298916999294306	11.298916999294306	11.298916999294306	[11.298916999294306]
14336	2	1	4	microbenchmark	psum	2026-06-04T17:55:17.140621+00:00Z	2026-06-04T17:55:17.392197+00:00Z	47.41350361270645	47.41350361270645	47.41350361270645	47.41350361270645	47.41350361270645	13.003946998651372	13.003946998651372	13.003946998651372	13.003946998651372	13.003946998651372	[13.003946998651372]
15360	2	1	4	microbenchmark	psum	2026-06-04T17:55:17.393356+00:00Z	2026-06-04T17:55:17.625574+00:00Z	47.55511891991734	47.55511891991734	47.55511891991734	47.55511891991734	47.55511891991734	14.883546000419301	14.883546000419301	14.883546000419301	14.883546000419301	14.883546000419301	[14.883546000419301]
16384	2	1	4	microbenchmark	psum	2026-06-04T17:55:17.626726+00:00Z	2026-06-04T17:55:17.919581+00:00Z	47.613156948270245	47.613156948270245	47.613156948270245	47.613156948270245	47.613156948270245	16.9135260002804	16.9135260002804	16.9135260002804	16.9135260002804	16.9135260002804	[16.9135260002804]
17408	2	1	4	microbenchmark	psum	2026-06-04T17:55:17.920729+00:00Z	2026-06-04T17:55:18.234606+00:00Z	47.974968791233714	47.974968791233714	47.974968791233714	47.974968791233714	47.974968791233714	18.94978600103059	18.94978600103059	18.94978600103059	18.94978600103059	18.94978600103059	[18.94978600103059]
18432	2	1	4	microbenchmark	psum	2026-06-04T17:55:18.235753+00:00Z	2026-06-04T17:55:18.573177+00:00Z	48.13140121409525	48.13140121409525	48.13140121409525	48.13140121409525	48.13140121409525	21.175694999328698	21.175694999328698	21.175694999328698	21.175694999328698	21.175694999328698	[21.175694999328698]
19456	2	1	4	microbenchmark	psum	2026-06-04T17:55:18.574333+00:00Z	2026-06-04T17:55:18.936368+00:00Z	48.28497702965658	48.28497702965658	48.28497702965658	48.28497702965658	48.28497702965658	23.518863999925088	23.518863999925088	23.518863999925088	23.518863999925088	23.518863999925088	[23.518863999925088]
20480	2	1	4	microbenchmark	psum	2026-06-04T17:55:18.937530+00:00Z	2026-06-04T17:55:19.327348+00:00Z	48.38255856189775	48.38255856189775	48.38255856189775	48.38255856189775	48.38255856189775	26.00712400089833	26.00712400089833	26.00712400089833	26.00712400089833	26.00712400089833	[26.00712400089833]
21504	2	1	4	microbenchmark	psum	2026-06-04T17:55:19.328510+00:00Z	2026-06-04T17:55:19.745904+00:00Z	48.43027834705784	48.43027834705784	48.43027834705784	48.43027834705784	48.43027834705784	28.644601999985753	28.644601999985753	28.644601999985753	28.644601999985753	28.644601999985753	[28.644601999985753]
22528	2	1	4	microbenchmark	psum	2026-06-04T17:55:19.747082+00:00Z	2026-06-04T17:55:20.197557+00:00Z	48.59868787116458	48.59868787116458	48.59868787116458	48.59868787116458	48.59868787116458	31.328672001109226	31.328672001109226	31.328672001109226	31.328672001109226	31.328672001109226	[31.328672001109226]
23552	2	1	4	microbenchmark	psum	2026-06-04T17:55:20.198713+00:00Z	2026-06-04T17:55:20.681989+00:00Z	48.55217924223951	48.55217924223951	48.55217924223951	48.55217924223951	48.55217924223951	34.27426199959882	34.27426199959882	34.27426199959882	34.27426199959882	34.27426199959882	[34.27426199959882]
24576	2	1	4	microbenchmark	psum	2026-06-04T17:55:20.683152+00:00Z	2026-06-04T17:55:21.195236+00:00Z	48.76480632574948	48.76480632574948	48.76480632574948	48.76480632574948	48.76480632574948	37.15670100064017	37.15670100064017	37.15670100064017	37.15670100064017	37.15670100064017	[37.15670100064017]
25600	2	1	4	microbenchmark	psum	2026-06-04T17:55:21.196340+00:00Z	2026-06-04T17:55:21.743086+00:00Z	48.76944031832333	48.76944031832333	48.76944031832333	48.76944031832333	48.76944031832333	40.313769999556825	40.313769999556825	40.313769999556825	40.313769999556825	40.313769999556825	[40.313769999556825]
26624	2	1	4	microbenchmark	psum	2026-06-04T17:55:21.744243+00:00Z	2026-06-04T17:55:22.328394+00:00Z	48.884213622947506	48.884213622947506	48.884213622947506	48.884213622947506	48.884213622947506	43.50099900148052	43.50099900148052	43.50099900148052	43.50099900148052	43.50099900148052	[43.50099900148052]
27648	2	1	4	microbenchmark	psum	2026-06-04T17:55:22.329559+00:00Z	2026-06-04T17:55:22.946082+00:00Z	48.87108969597784	48.87108969597784	48.87108969597784	48.87108969597784	48.87108969597784	46.92417800106341	46.92417800106341	46.92417800106341	46.92417800106341	46.92417800106341	[46.92417800106341]
28672	2	1	4	microbenchmark	psum	2026-06-04T17:55:22.947264+00:00Z	2026-06-04T17:55:23.603943+00:00Z	48.91802004953257	48.91802004953257	48.91802004953257	48.91802004953257	48.91802004953257	50.41599699870858	50.41599699870858	50.41599699870858	50.41599699870858	50.41599699870858	[50.41599699870858]
29696	2	1	4	microbenchmark	psum	2026-06-04T17:55:23.605105+00:00Z	2026-06-04T17:55:24.305371+00:00Z	48.968371336708145	48.968371336708145	48.968371336708145	48.968371336708145	48.968371336708145	54.02583700015384	54.02583700015384	54.02583700015384	54.02583700015384	54.02583700015384	[54.02583700015384]
